Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
United States	USA	GDP (current US$)	NY.GDP.MKTP.CD	5.433E+11	5.633E+11	6.051E+11	6.386E+11	6.858E+11	7.437E+11	8.15E+11	8.617E+11	9.425E+11	1.0199E+12	1.0733E+12	1.16485E+12	1.27911E+12	1.42538E+12	1.54524E+12	1.6849E+12	1.87341E+12	2.08183E+12	2.3516E+12	2.62733E+12	2.85731E+12	3.20704E+12	3.34379E+12	3.63404E+12	4.03761E+12	4.33898E+12	4.57963E+12	4.85522E+12	5.23644E+12	5.64158E+12	5.96314E+12	6.15813E+12	6.52033E+12	6.85856E+12	7.28724E+12	7.63975E+12	8.07312E+12	8.57755E+12	9.06282E+12	9.63066E+12	1.02523E+13	1.05818E+13	1.09364E+13	1.14582E+13	1.22137E+13	1.30366E+13	1.38146E+13	1.44519E+13	1.47128E+13	1.44489E+13	1.49921E+13	1.55426E+13	1.6197E+13	1.67848E+13	1.75217E+13	1.82193E+13	1.87072E+13	1.94854E+13	2.0529E+13	2.13744E+13	
